128000, 128, 14080000.0, 0, 120.0, 0.0011000000000000029
128000, 256, 25971914.0, 0, 134.0, 0.0006653340989809249
128000, 384, 38714848.0, 0, 138.0, 0.00045956528100019067
128000, 512, 51495119.0, 0, 144.0, 0.0003604225091702611
128000, 640, 64285133.0, 0, 151.0, 0.00030265162553216873
128000, 768, 77079103.0, 0, 154.0, 0.0002573979097810473
128000, 896, 89875069.0, 0, 155.0, 0.0002221750728224458
128000, 1024, 102672179.0, 0, 156.0, 0.0001944830643947123
128000, 1152, 115470009.0, 0, 157.0, 0.00017514504567157918
128000, 1280, 128268318.0, 0, 161.0, 0.00016166112040237254
