128000, 128, 14080000.0, 0, 102.0, 0.0009363636363630135
128000, 256, 25971914.0, 0, 106.0, 0.0005273388784514318
128000, 384, 38714848.0, 0, 111.0, 0.00037029720483461315
128000, 512, 51495119.0, 0, 115.0, 0.00028833800733615855
128000, 640, 64285133.0, 0, 123.0, 0.0002469000103025587
128000, 768, 77079103.0, 0, 129.0, 0.00021588211788093475
128000, 896, 89875069.0, 0, 129.0, 0.00018514589401864845
128000, 1024, 102672179.0, 0, 130.0, 0.0001633159066390926
128000, 1152, 115470009.0, 0, 130.0, 0.00014521519609479033
128000, 1280, 128268318.0, 0, 129.0, 0.0001297280595821508
