25600, 640, 113.0
25600, 1280, 121.0
25600, 1920, 127.0
25600, 2560, 129.0
25600, 3200, 131.0
12800, 640, 197.0
16000, 640, 161.0
19200, 640, 136.0
22400, 640, 122.0
12800, 1280, 204.0
16000, 1280, 169.0
19200, 1280, 147.0
22400, 1280, 134.0
12800, 1920, 215.0
16000, 1920, 178.0
19200, 1920, 152.0
22400, 1920, 136.0
12800, 2560, 221.0
16000, 2560, 183.0
19200, 2560, 157.0
22400, 2560, 137.0
12800, 3200, 224.0
16000, 3200, 184.0
19200, 3200, 157.0
22400, 3200, 137.0
